A1,A2,A3,A4,A5,A6,A7,A8,A9,¿Ã≈ªø©∫Œ
28,A,M,G,89.875700,39,89,570,A,0
15,A,M,G,64.183600,93,167,616.500000,A,0
23,A,M,F,98.937600,36.600000,210,589.200000,A,1
30,A,M,B,87.257800,102,230,680.100000,A,0
30,A,L,C,76.007200,20.400000,58,148.800000,A,1
29,A,ML,C,71.677000,43.800000,143,278.700000,A,0
16,A,ML,G,120.209000,71.400000,61,463.200000,A,0
23,A,M,F,91.167900,71.400000,410,748.800000,A,1
34,A,ML,C,61.837100,58.200000,105,381,A,0
22,A,ML,G,89.379700,0,122,395.700000,A,0
17,A,M,F,75.994400,112.800000,219,540.300000,A,1
43,A,M,H,65.995100,62,273,537.200000,A,1
33,A,M,F,83.778200,13.800000,270,536.100000,A,1
31,A,M,F,78.136700,83.400000,297,722.400000,A,1
31,A,M,K,77.561100,76.200000,99,558,A,1
12,A,M,B,79.868100,4.200000,253,523.200000,A,0
24,A,M,B,63.688200,56.400000,178,587.400000,A,0
27,A,M,B,95.371900,96.600000,113,719.400000,A,0
35,A,ML,G,91.191800,54,60,302.400000,A,0
20,A,M,G,103.374000,122,375,674.900000,A,0
15,A,ML,C,61.318900,9,38,272.100000,A,0
16,A,ML,C,70.365200,22.200000,52,362.400000,A,0
52,A,M,B,94.746600,25.800000,287,648.900000,A,0
13,A,ML,C,70.425900,136,29,346.600000,A,0
20,A,M,H,60.357100,170.500000,75,568.900000,A,1
33,A,M,B,82.355000,82,236,594.400000,A,0
34,A,M,K,88.260200,60.600000,239,515.400000,A,1
27,A,M,K,69.663600,66.600000,230,692.100000,A,1
15,A,M,F,101.836000,94.200000,275,637.800000,A,1
15,A,M,F,97.843700,35,145,724.100000,A,1
38,A,M,F,78.884200,0,148,504.300000,A,1
25,A,M,F,88.124200,0,296,561.900000,A,1
20,A,M,H,87.874300,24,355,590.100000,A,1
13,A,M,B,77.727600,18,145,546,A,0
30,A,M,H,97.036300,28,105,698.200000,A,1
43,A,M,H,76.219800,96.600000,100,549.600000,A,1
14,A,M,H,84.736500,34.200000,222,606,A,1
17,A,M,F,94.778200,85.200000,131,558.300000,A,1
19,A,M,H,95.825700,21,217,595.500000,A,1
23,A,M,K,100.475000,30.600000,155,674.400000,A,0
41,A,M,H,73.870400,63,291,637.200000,A,1
23,A,ML,C,63.567900,11.400000,57,362.400000,A,0
32,A,M,F,109.352000,63.600000,354,729.900000,A,1
23,A,M,H,65.537700,106.200000,87,651,A,1
56,A,M,K,91.406700,0,250,550.200000,A,1
19,A,ML,G,68.137500,40.500000,172,450.900000,A,0
23,A,M,K,67.619200,62.400000,141,504.300000,A,1
21,A,M,H,62.942000,76.200000,230,606.300000,A,1
33,A,M,F,61.642400,61.200000,59,516,A,1
17,A,M,B,83.184900,63.600000,192,740.400000,A,0
29,A,M,B,92.659100,96.500000,166,675.500000,A,0
38,A,M,H,87.958100,78.600000,275,716.100000,A,1
30,A,M,H,81.373900,39,125,561.900000,A,1
41,A,M,B,95.101400,49.200000,226,688.200000,A,0
21,A,M,K,87.721400,6.500000,269,665.600000,A,1
32,A,M,F,103.903000,30.600000,107,663,A,1
33,A,M,B,98.756500,17,188,572.900000,A,0
18,A,M,B,60.772200,27,190,598.800000,A,0
35,A,M,B,69.202000,55.200000,108,557.100000,A,1
38,A,M,H,94.729800,62,153,691.700000,A,1
28,A,M,F,70.671600,7.800000,61,543,A,1
36,A,M,H,108.337000,6,258,730.800000,A,1
17,A,M,K,72.189100,15.600000,101,617.700000,A,1
22,A,M,B,79.721800,47,203,617.900000,A,0
20,A,M,B,99.692200,28,293,717.700000,A,0
39,A,M,F,91.561700,65.400000,109,519.600000,A,1
23,A,M,F,62.132500,7.200000,133,544.800000,A,1
30,A,M,K,91.686200,75.600000,129,678.300000,A,1
18,A,M,B,80.625900,91,152,694,A,0
49,A,M,K,92.432400,34.800000,112,667.200000,A,1
49,A,M,K,102.024000,119.400000,197,723,A,1
28,A,M,F,72.601100,47.500000,246,614.500000,A,1
26,A,M,B,95.204400,66.600000,184,663.900000,A,0
28,A,M,H,64.270600,62,106,579.200000,A,1
50,A,ML,C,84.414600,16.500000,159,395.100000,A,0
24,A,M,H,73.411900,60,107,604.500000,A,1
23,A,M,H,92.443300,11,127,709.100000,A,1
21,A,M,B,74.887300,21,218,600.900000,A,0
24,A,M,B,96.029300,11.400000,115,681.600000,A,0
30,A,M,F,76.229200,139.800000,69,610.800000,A,1
32,A,L,C,61.388800,23.384100,41,59.871400,A,1
29,A,M,F,79.612600,41,211,514.100000,A,1
22,A,M,B,64.214900,77.500000,228,649,A,0
15,A,M,F,74.162500,57,268,504,A,1
36,A,M,B,75.592400,79.500000,287,641.400000,A,0
41,A,ML,C,69.876300,43.200000,142,347.400000,A,0
41,A,ML,G,68.024800,104.400000,38,266.100000,A,0
25,A,M,B,82.162500,119,264,595.400000,A,0
20,A,M,B,61.228500,8.400000,101,540.300000,A,0
20,A,ML,G,75.270800,73.800000,89,252.900000,A,0
32,A,M,F,84.608600,20,215,560,A,1
39,A,M,K,61.448300,184.200000,176,577.800000,A,1
37,A,M,H,99.143500,54.600000,285,545.100000,A,1
35,A,ML,C,72.777400,50.400000,185,492,A,0
62,A,ML,C,76.559700,40,91,415.300000,A,0
16,A,M,B,67.666900,82.500000,106,666.900000,A,0
12,A,M,F,86.317100,32.400000,187,678,A,1
18,A,M,H,65.946200,52.200000,264,530.400000,A,1
19,A,ML,G,82.473200,91,100,343.900000,A,0
16,A,ML,G,99.217200,120,94,302.700000,A,0
18,A,ML,G,68.709900,36.500000,84,192.500000,A,0
26,A,ML,C,81.650900,73.200000,37,230.100000,A,0
16,A,ML,C,66.368700,58.200000,50,283.200000,A,0
46,A,ML,G,77.638600,34.500000,181,455.700000,A,0
42,A,ML,G,87.091100,39.600000,114,370.200000,A,0
26,A,ML,G,62.049700,26.400000,89,197.400000,A,0
28,A,ML,G,71.444600,6.600000,224,486.600000,A,0
18,A,ML,C,94.866400,38,67,432.200000,A,0
28,A,ML,G,97.036200,97.200000,88,466.800000,A,0
59,A,M,B,90.624800,10.200000,197,522.300000,A,0
23,A,M,B,82.355000,23.400000,214,659.400000,A,0
34,A,ML,G,81.740800,128.400000,91,205.800000,A,0
21,A,ML,C,61.963700,31.200000,84,373.500000,A,0
15,A,ML,G,83.991300,4.800000,103,271.800000,A,0
30,A,ML,C,78.352000,65,208,397.400000,A,0
37,A,ML,C,67.803900,55.800000,107,314.700000,A,0
45,A,ML,C,74.813800,34,40,293.800000,A,0
43,A,ML,C,89.560500,48,179,463.200000,A,0
22,A,ML,G,76.306000,40,65,460.300000,A,0
41,A,ML,C,73.332800,124,192,454.300000,A,0
22,A,ML,G,94.713400,70.200000,179,475.800000,A,0
17,A,M,B,74.105400,175,264,611.800000,A,0
33,A,M,H,77.274400,74.400000,170,610.500000,A,1
14,A,M,H,101.700000,49.800000,239,712.500000,A,1
33,A,ML,C,71.332400,97.500000,158,379.800000,A,0
15,A,ML,C,61.796700,6,75,242.700000,A,0
15,A,ML,G,73.852600,36.600000,49,182.700000,A,0
61,A,ML,G,89.793800,100.200000,184,375,A,0
32,A,M,B,101.817000,6,350,681.300000,A,0
20,A,M,H,89.847100,0,136,668.700000,A,1
65,A,M,F,74.056100,77.400000,203,620.400000,A,1
34,A,M,K,74.365100,31.200000,200,597.300000,A,1
13,A,ML,C,92.956400,79.800000,38,320.400000,A,0
23,A,ML,G,95.764500,34,105,346,A,0
13,A,ML,C,88.759600,38.400000,120,274.500000,A,0
48,A,ML,G,74.362400,78,124,376.500000,A,0
40,A,M,F,85.957600,41,279,554.900000,A,1
13,A,M,H,77.442700,60.500000,168,582.800000,A,1
49,A,L,J,67.426900,0,28,111.600000,A,0
39,A,ML,C,72.381900,0,168,406.800000,A,0
35,A,ML,G,90.712100,37,89,462.700000,A,0
19,A,ML,G,80.940900,84.600000,87,227.400000,A,0
37,A,ML,G,75.211400,42,51,198.300000,A,0
12,A,M,B,78.062700,16.200000,291,713.100000,A,0
68,A,M,K,87.474500,0,250,660.600000,A,1
42,A,M,F,79.689600,54,258,580.800000,A,1
13,A,M,B,98.722400,49,159,534.100000,A,0
30,A,M,H,88.356300,156,213,627.600000,A,0
45,A,M,F,107.344000,54,319,699,A,1
23,A,M,B,84.055000,46.200000,304,553.200000,A,0
33,A,M,B,70.977700,102,317,520.800000,A,0
45,A,M,B,76.031500,37,274,667.900000,A,0
56,A,M,B,79.301500,101.400000,244,746.100000,A,0
44,A,M,H,62.788500,29,54,515,A,1
12,A,M,K,80.660100,28.800000,305,542.100000,A,0
36,A,M,H,82.115200,69,416,711.900000,A,1
37,A,M,B,101.316000,40.800000,403,697.800000,A,0
16,A,M,F,69.068000,93.600000,232,620.400000,A,1
22,A,M,A,149.163000,41.400000,151,712.800000,A,1
42,A,M,H,92.814800,63,82,534.600000,A,1
55,A,M,K,76.553100,7.200000,222,566.400000,A,1
22,A,M,F,109.866000,31,324,718,A,1
37,A,M,F,97.589900,82.800000,249,736.800000,A,1
20,A,ML,C,66.777300,0,12,243.300000,A,1
26,A,M,F,104.080000,99.500000,235,695,A,1
21,A,M,F,63.470600,72.600000,80,565.800000,A,1
41,A,M,B,78.938300,110.400000,216,742.200000,A,0
21,A,M,F,78.363500,80,320,674,A,1
39,A,ML,C,88.628400,87.600000,14,250.500000,A,1
55,A,M,H,77.653500,10,200,667,A,1
12,A,M,F,69.154100,81,160,539.700000,A,1
18,A,M,H,66.062600,36,159,570.300000,A,1
32,A,M,H,87.950000,24,102,591.600000,A,1
12,A,M,B,88.687700,79.800000,272,647.100000,A,0
14,A,M,B,95.584900,67,116,576.400000,A,0
46,A,M,H,91.648700,0,88,539.400000,A,1
17,A,M,F,72.571600,0,152,577.500000,A,1
52,A,ML,G,102.805000,0,87,440.700000,A,0
23,A,ML,C,110.529000,51.500000,98,398.600000,A,0
18,A,M,B,66.050400,77.400000,133,646.500000,A,0
45,A,ML,C,79.244200,62.400000,138,363,A,0
24,A,ML,G,100.049000,41,36,410,A,0
32,A,M,H,65.703000,39,200,517.200000,A,1
15,A,M,B,148.229000,12,379,726.300000,A,0
46,A,L,C,68.553800,4.986950,53,70.260500,A,1
35,A,L,C,64.107800,9.600000,32,58.800000,A,1
30,A,L,C,70.564700,33.600000,46,149.100000,A,1
34,A,L,C,72.954100,20,62,120.800000,A,1
43,A,L,C,63.288400,12.281600,43,78.806900,A,1
13,A,M,B,134.667000,89.400000,139,573,A,0
29,A,L,C,74.182500,3,29,129.900000,A,1
48,A,L,C,70.282700,46.800000,18,138.600000,A,1
28,A,L,C,70.282700,46.800000,18,138.600000,A,1
32,A,ML,C,82.183500,55.200000,139,474,A,0
15,A,ML,C,80.580700,54.600000,85,217.800000,A,0
42,A,ML,C,85.921100,48.500000,82,295.100000,A,0
19,A,ML,C,94.640400,66,187,441.600000,A,0
33,A,ML,C,87.015800,16.200000,88,348.300000,A,0
21,A,ML,C,97.319400,109.200000,110,332.100000,A,0
28,A,ML,C,99.831900,25.800000,117,499.800000,A,0
12,A,ML,G,75.540200,69,113,280.800000,A,0
24,A,ML,C,79.849100,117,76,252.600000,A,0
21,A,ML,C,88.343600,105,87,289.500000,A,0
15,A,ML,G,75.938100,0,163,473.100000,A,0
17,A,ML,G,78.731900,38,130,441.200000,A,0
38,A,ML,C,93.390600,64.800000,96,381.600000,A,0
45,A,ML,G,63.664100,0,123,366.900000,A,1
19,A,ML,C,61.094800,39.600000,141,385.800000,A,0
39,A,ML,G,85.512300,86.500000,156,387.400000,A,0
34,A,ML,C,64.414900,54,137,320.400000,A,0
33,A,ML,C,79.494400,16,264,492.400000,A,0
30,A,ML,C,90.657500,0,146,440.700000,A,0
29,A,ML,G,99.882500,10.500000,51,441.300000,A,0
23,A,ML,C,65.451000,9.600000,93,416.700000,A,0
27,A,ML,G,73.431400,57.500000,122,461.300000,A,0
71,A,ML,C,65.888300,48.600000,166,361.200000,A,0
45,A,ML,C,60.233700,61.800000,92,275.100000,A,0
35,A,ML,C,66.616300,76,82,420.100000,A,0
54,A,L,I,68.156000,15,37,124.200000,A,0
21,A,M,H,95.433500,76.200000,83,546.300000,A,1
47,A,ML,C,72.454900,0,119,402.300000,A,0
59,A,M,G,129.867000,101.400000,252,703.200000,A,0
21,A,ML,C,117.558000,91.200000,72,446.700000,A,1
24,A,ML,C,77.134300,55,33,395.500000,A,1
40,A,ML,C,100.787000,0,54,474.600000,A,1
27,A,ML,C,118.874000,6.600000,18,457.500000,A,1
21,A,ML,C,61.083600,85.200000,16,285.600000,A,1
35,A,ML,C,63.620000,48,70,225,A,0
27,A,ML,C,70.678100,21,116,250.500000,A,0
29,A,ML,G,78.740300,62.400000,71,243.600000,A,0
18,A,M,A,152.591000,23.400000,276,699.600000,A,1
39,A,ML,G,89.979700,0,197,386.700000,A,0
37,A,ML,G,83.798100,64.200000,181,423,A,0
32,A,ML,G,94.138900,104.500000,69,485.800000,A,0
15,A,ML,G,61.318900,9,38,272.100000,A,0
20,A,ML,G,92.047700,81,106,334.800000,A,1
16,A,ML,G,81.560200,0,182,404.700000,A,1
40,A,M,C,71.270300,14.400000,52,522.300000,A,1
53,A,M,F,95.878100,44.500000,82,512.500000,A,1
50,A,M,D,112.387000,29,251,620.600000,A,1
16,A,ML,C,67.604500,20,58,276.500000,A,0
37,A,ML,C,82.657800,0,194,362.100000,A,0
17,A,ML,C,67.961100,85.800000,125,426,A,0
42,A,ML,G,78.703800,0,189,407.400000,A,0
22,A,ML,G,66.011300,144.500000,71,338.600000,A,0
29,A,ML,C,79.187500,72.600000,60,227.400000,A,0
19,A,ML,G,69.323800,29,37,293.300000,A,0
32,A,ML,G,81.474700,23,68,278,A,0
15,A,M,B,142.506000,25.200000,235,654.300000,A,0
25,A,ML,G,75.784100,40,89,257.500000,A,0
24,A,M,G,152.516000,24,303,715.500000,A,0
15,A,M,G,169.659000,17,243,720.500000,A,0
23,A,M,K,93.994600,66.600000,119,719.400000,A,1
30,A,L,J,67.044000,18.763300,85,84.038300,A,0
17,A,M,G,160.369000,72.600000,252,723.300000,A,0
16,A,M,A,166.658000,39.600000,284,734.400000,A,1
16,A,M,B,147.163000,0,222,657,A,0
18,A,ML,C,77.950400,52.200000,8,322.500000,A,0
36,A,ML,C,63.134500,82.200000,25,452.100000,A,0
35,A,ML,C,60.310900,42.600000,29,318.600000,A,0
21,A,M,B,147.801000,47.400000,317,706.800000,A,0
29,A,M,D,116.126000,116.400000,181,555.600000,A,1
15,A,M,D,108.640000,4.800000,173,627.900000,A,1
37,A,ML,H,103.652000,16.200000,160,373.200000,A,1
13,A,ML,C,66.801000,32.400000,93,258.600000,A,0
33,A,L,J,61.461000,44.400000,27,124.200000,A,0
30,A,ML,C,76.132200,89,133,226.100000,A,0
12,A,M,D,137.766000,72,215,685.500000,A,1
30,A,ML,C,88.577900,7.800000,235,475.800000,A,0
32,A,ML,C,74.317800,22,126,277.900000,A,0
23,A,ML,G,78.462500,19,173,461.500000,A,0
33,A,ML,G,72.957700,97.500000,92,196.500000,A,0
36,A,ML,C,80.281000,111,95,389.400000,A,0
12,A,ML,G,75.350200,0,141,313.800000,A,0
30,A,ML,G,63.463300,26,88,214.100000,A,0
28,A,M,D,105.986000,4.200000,196,658.500000,A,1
17,A,ML,G,81.326300,6.500000,98,229.700000,A,0
23,A,ML,G,71.455000,4.800000,201,334.200000,A,0
15,A,L,C,73.536200,0,58,114.900000,A,1
32,A,ML,C,77.099900,107.500000,61,215.800000,A,0
17,A,ML,C,62.291700,35.400000,77,198.900000,A,0
16,A,ML,G,95.809400,37,179,449.200000,A,0
59,A,L,J,70.052300,16.581300,78,82.033900,A,0
25,A,L,I,68.278800,47.029100,107,127.508000,A,0
38,A,M,D,110.520000,13.200000,59,541.500000,A,0
17,A,M,H,121.835000,114,125,624.900000,A,1
20,A,M,D,123.683000,148.800000,97,690,A,1
35,A,M,D,112.138000,83,110,545.600000,A,1
24,A,M,D,128.505000,19.800000,202,710.700000,A,1
42,A,M,H,63.666700,67.500000,144,597.600000,A,1
33,A,L,J,63.991000,20.420400,101,74.831700,A,0
46,A,ML,D,106.484000,64.200000,120,373.200000,A,0
18,A,M,H,122.698000,76.500000,333,691.800000,A,1
27,A,ML,C,74.841000,51,151,345.600000,A,0
17,A,ML,C,70.515200,86.400000,130,458.700000,A,0
44,A,M,D,120.375000,61.800000,197,655.200000,A,1
15,A,ML,G,82.272500,61.800000,160,346.200000,A,0
22,A,ML,D,102.087000,7.200000,83,462.300000,A,1
36,A,M,H,118.213000,28.800000,165,504.300000,A,1
50,A,L,I,60.167900,3.008620,36,72.708300,A,0
57,A,M,D,124.629000,44,156,537.800000,A,1
13,A,ML,H,101.042000,42,109,366,A,1
17,A,ML,H,107.758000,55.800000,67,318,A,1
21,A,M,H,125.774000,41,315,626.300000,A,1
32,A,M,H,109.736000,61,232,562,A,1
52,A,M,D,129.158000,90,243,625.200000,A,1
21,A,M,B,97.457600,60.500000,158,614.600000,A,0
12,A,M,H,107.555000,94.800000,240,723.300000,A,1
13,A,M,H,78.689300,67,90,679,A,1
17,A,M,B,111.422000,133.200000,272,703.800000,A,0
40,A,M,H,91.084300,31,249,530.800000,A,1
14,A,M,K,67.812900,22.800000,154,637.200000,A,1
21,A,M,F,100.064000,107.400000,172,665.700000,A,1
19,A,M,F,94.234000,96.600000,174,563.400000,A,1
13,A,M,D,104.340000,144,109,623.100000,A,1
41,A,ML,D,108.731000,61.200000,153,427.200000,A,1
43,A,M,H,116.790000,43.800000,66,538.800000,A,1
31,A,ML,D,119.296000,128.400000,161,471.300000,A,1
36,A,M,D,123.184000,62.400000,139,565.800000,A,1
35,A,M,H,124.247000,49,94,579.700000,A,1
30,A,ML,D,103.574000,15,117,495.900000,A,1
13,A,M,D,114.493000,39,186,551.400000,A,1
21,A,ML,H,117.319000,26.500000,162,435.700000,A,1
25,A,M,H,137.110000,55.500000,98,680.100000,A,1
20,A,M,H,119.664000,27,173,520.200000,A,1
25,A,ML,D,106.751000,96.600000,65,406.800000,A,1
45,A,M,H,139.810000,52.200000,86,672.900000,A,1
44,A,M,D,101.068000,79.200000,95,585.900000,A,0
53,A,M,D,122.733000,0,369,724.500000,A,1
51,A,M,D,117.980000,94.200000,242,685.800000,A,1
27,A,M,D,115.080000,6.500000,265,618.500000,A,1
18,A,ML,H,120.889000,81.600000,193,497.700000,A,1
53,A,ML,D,102.948000,86.400000,97,332.700000,A,1
29,A,ML,H,100.893000,78,53,377.100000,A,1
44,A,M,D,109.833000,33,174,507.900000,A,1
23,A,M,D,109.608000,116.400000,196,572.100000,A,1
24,A,M,H,100.599000,72.600000,279,565.500000,A,1
70,A,ML,H,101.890000,50.400000,160,360.300000,A,1
24,A,ML,H,106.932000,54,68,408,A,1
25,A,M,H,148.339000,116.400000,136,717.600000,A,1
38,A,M,D,116.776000,69.600000,370,709.800000,A,1
19,A,M,H,125.252000,71,107,545.900000,A,1
19,A,M,D,129.876000,80,263,590.900000,A,1
39,A,ML,H,113.784000,13.800000,47,436.800000,A,1
51,A,M,D,139.176000,33.600000,155,738.900000,A,1
31,A,M,D,115.054000,45,84,640.200000,A,1
20,A,M,D,106.208000,0,104,594.600000,A,1
14,A,M,H,113.913000,38,142,565.100000,A,1
23,A,M,H,102.970000,56.500000,127,520.900000,A,1
27,A,M,D,134.721000,43,150,697.600000,A,1
27,A,M,H,131.307000,13.500000,95,541.800000,A,1
41,A,M,H,102.285000,69.600000,145,543.900000,A,1
33,A,M,H,104.331000,75.600000,150,575.400000,A,1
18,A,M,H,108.649000,55.500000,204,550.200000,A,1
48,A,M,D,112.516000,81.600000,193,649.500000,A,1
22,A,M,H,131.836000,37,223,667,A,0
32,A,ML,H,110.012000,15.600000,99,446.400000,A,1
12,A,M,D,127.066000,68,161,524.900000,A,0
30,A,M,H,119.313000,23.500000,258,586.600000,A,1
34,A,M,H,127.336000,88.500000,228,674.100000,A,1
14,A,M,H,117.279000,13.200000,114,628.500000,A,1
19,A,M,D,128.457000,75.600000,251,552.900000,A,1
45,A,M,H,116.639000,35,290,679.400000,A,1
50,A,M,D,99.979500,53,185,553.100000,A,1
22,A,M,H,114.348000,79.200000,229,549,A,1
32,A,M,H,123.872000,20.500000,285,513.700000,A,0
26,A,M,D,108.113000,66.500000,123,565.400000,A,1
17,A,ML,H,100.145000,12,45,378.900000,A,1
36,A,M,D,130.123000,49.800000,68,588.600000,A,1
51,A,ML,D,100.857000,0,93,407.700000,A,1
15,A,M,D,123.526000,0,308,624,A,1
15,A,M,H,116.227000,99.600000,210,601.800000,A,1
12,A,ML,D,113.674000,48,117,436.200000,A,1
26,A,M,D,129.666000,52.800000,185,613.500000,A,1
26,A,M,D,123.421000,70.200000,234,739.500000,A,1
13,A,M,D,131.072000,50,187,571.700000,A,1
27,A,M,D,133.408000,33.500000,290,706.400000,A,1
31,A,M,D,127.570000,58.800000,263,526.800000,A,1
34,A,M,D,104.836000,154.200000,134,544.200000,A,1
15,A,M,H,117.662000,38,326,716.900000,A,1
30,A,M,D,132.807000,7.200000,249,635.100000,A,1
48,A,M,D,132.436000,63,99,746.700000,D,0
45,A,M,H,109.053000,66.600000,59,740.400000,D,0
19,A,M,D,115.579000,47.400000,89,675.900000,A,1
13,A,M,D,115.379000,36.600000,202,504.600000,A,1
22,A,ML,D,106.579000,36,171,426.300000,A,1
57,A,M,H,118.129000,106.800000,339,689.100000,A,1
63,A,ML,H,116.166000,55,274,462.100000,A,1
15,A,M,H,120.781000,55.200000,404,709.200000,A,1
19,A,ML,H,100.969000,18.600000,50,460.500000,A,0
27,A,M,H,106.517000,67,199,617.500000,A,1
24,A,M,D,101.430000,29.400000,241,528.900000,A,1
13,A,M,D,122.862000,64.200000,352,603.900000,A,1
18,A,M,D,126.633000,0,313,556.500000,A,1
23,A,M,D,114.479000,99,194,551.400000,A,1
55,A,M,D,142.492000,22,298,738.400000,A,1
51,A,ML,D,115.968000,0,59,481.200000,A,1
28,A,M,H,119.769000,59.400000,182,527.700000,A,1
21,A,M,D,103.064000,101,233,519.500000,A,1
16,A,ML,D,103.093000,65.400000,149,334.200000,A,1
37,A,ML,H,110.424000,47.400000,138,449.700000,A,1
30,A,M,H,133.812000,0,437,693.900000,A,1
17,A,M,H,131.759000,29,55,544.100000,A,1
31,A,M,D,104.252000,30.600000,273,611.400000,A,1
15,A,ML,H,105.481000,53,216,387.500000,A,1
51,A,L,I,68.882600,11.400000,15,154.200000,A,0
15,A,M,D,123.261000,54,278,665.100000,A,1
32,A,M,H,117.299000,41.400000,81,543,A,1
32,A,M,D,136.941000,6,343,685.200000,A,1
25,A,M,D,117.057000,9,145,703.200000,A,1
37,A,M,D,133.346000,84.600000,205,649.500000,A,1
27,A,ML,D,102.639000,129.600000,150,449.700000,A,1
13,A,ML,H,100.575000,0,149,378.300000,A,1
23,A,M,H,118.682000,73.800000,161,716.700000,A,1
22,A,M,D,131.378000,136.800000,312,583.800000,A,1
58,A,M,D,116.981000,7.800000,270,693.300000,A,1
46,A,M,D,111.766000,63,273,555.600000,A,1
26,A,M,D,113.306000,32,257,637.700000,A,1
26,A,M,H,123.539000,90.600000,173,592.200000,A,1
31,A,M,H,112.441000,37.500000,279,705.600000,A,1
29,A,M,H,107.731000,25.500000,137,585.900000,A,1
64,A,M,H,106.852000,46.500000,157,544.800000,A,1
32,A,M,D,109.763000,55.800000,152,533.100000,A,1
38,A,M,H,119.771000,66.600000,77,531,A,1
23,A,M,D,119.151000,114.500000,196,626.900000,A,1
32,A,M,H,124.076000,0,113,675.900000,A,1
21,A,M,H,113.824000,8.400000,345,553.500000,A,1
24,A,M,D,100.708000,3,332,594.600000,A,1
16,A,M,D,121.829000,42,291,643.200000,A,1
21,A,M,H,114.136000,101,133,669.500000,A,1
25,A,ML,H,100.391000,57,180,405.600000,A,1
28,A,M,D,113.291000,58.800000,105,549,A,1
35,A,M,H,119.140000,56,272,520.100000,A,1
69,A,ML,H,100.482000,84,64,351,A,1
22,A,M,D,123.275000,54,320,558.900000,A,1
17,A,ML,H,107.681000,0,198,433.500000,A,1
18,A,M,D,107.038000,28.200000,242,585.300000,A,1
51,A,ML,D,100.666000,110.400000,189,450.300000,A,1
25,A,M,D,141.090000,60,219,689.400000,A,1
31,A,M,H,130.641000,79.200000,130,591.600000,A,1
37,A,M,H,122.192000,59.400000,359,730.500000,A,1
24,A,M,H,109.225000,37.200000,157,660.300000,A,1
37,A,M,H,104.222000,58.800000,237,565.800000,A,1
14,A,M,H,130.461000,36,373,727.200000,A,1
37,A,M,D,119.504000,6.600000,254,659.400000,A,1
55,A,M,D,134.360000,64.200000,376,748.800000,A,1
24,A,M,H,126.468000,46,228,718.900000,A,1
53,A,L,J,68.589100,2.438440,42,67.376000,A,1
27,A,ML,H,105.948000,148.800000,170,416.100000,A,1
68,A,M,H,107.312000,67.800000,209,516.600000,A,1
57,A,L,J,65.020500,27.167600,42,86.221400,A,0
14,A,M,D,108.830000,65.400000,204,647.400000,A,1
33,A,M,H,101.419000,0,235,537.900000,A,1
39,A,M,D,118.038000,31.800000,102,654.600000,A,1
22,A,ML,D,118.213000,30,190,449.700000,A,1
25,A,ML,D,115.518000,64.500000,174,471.900000,A,1
60,A,M,D,123.788000,95,284,647.600000,A,1
36,A,M,D,125.414000,51,328,688.500000,A,1
12,A,M,D,128.546000,65.400000,159,561.300000,A,1
21,A,M,D,115.955000,0,317,612.600000,A,0
38,A,M,H,126.378000,27,319,735.900000,A,1
53,A,M,H,115.603000,71.500000,230,706.900000,A,1
20,A,ML,D,102.251000,88.800000,113,348.600000,A,1
44,A,M,D,112.754000,97.200000,193,702,A,1
25,A,M,H,116.636000,82.200000,300,696.600000,A,1
22,A,M,D,130.898000,25.500000,185,579.300000,A,0
28,A,ML,H,121.129000,69.600000,214,479.700000,A,1
30,A,M,D,101.670000,88.200000,207,544.200000,A,1
66,A,ML,D,103.645000,9,194,393.600000,A,1
37,A,M,H,88.109800,24,249,736.800000,D,0
13,A,M,D,175.386000,10.800000,346,744.900000,D,0
19,A,M,F,61.840900,80.400000,68,606.600000,A,1
16,A,M,H,107.841000,40.200000,149,691.800000,A,1
18,A,M,H,79.025100,116.500000,234,687.400000,A,1
30,A,M,F,73.745200,21.500000,172,586.400000,A,1
27,A,M,K,61.093100,78.500000,283,529.100000,A,1
16,A,M,F,70.183900,9,107,717.900000,A,1
15,A,M,F,92.888000,42,247,669,A,1
22,A,M,F,106.212000,25.800000,292,685.800000,A,1
40,A,M,B,67.468500,53.500000,212,655.300000,A,0
45,A,M,K,83.446200,28.800000,125,552.300000,A,1
27,A,M,B,78.944400,0,162,507.900000,A,0
34,A,M,B,100.887000,16.800000,388,724.800000,A,0
39,A,M,B,87.727400,62.400000,74,558.300000,A,0
26,A,M,F,76.927800,0,201,509.100000,A,1
42,A,ML,G,84.041200,94.800000,149,435.300000,A,0
19,A,ML,G,91.859300,84.600000,139,473.100000,A,0
12,A,ML,C,61.795400,5.500000,80,236.800000,A,0
22,A,ML,C,78.177500,30.600000,172,383.400000,A,1
13,A,ML,G,96.263200,24.600000,70,352.200000,A,0
28,A,ML,G,98.709500,79,227,462.400000,A,0
60,A,ML,G,81.276100,138,63,234.300000,A,0
40,A,ML,C,81.702300,98.500000,62,475,A,0
17,A,M,B,96.729100,0,241,688.800000,A,0
30,A,L,I,70.501600,78,20,174.900000,A,0
13,A,ML,C,69.667300,10,38,189.400000,A,0
13,A,ML,G,82.063900,23,81,330.500000,A,0
25,A,ML,G,95.080500,74,153,467.300000,A,0
23,A,ML,G,62.700100,54.600000,107,300.900000,A,0
29,A,ML,G,99.169100,87,146,481.200000,A,0
40,A,ML,G,79.877400,104,52,480.500000,A,0
